	RNA-POR-71-S1-TP2	RNA-POR-73-S1-TP2	RNA-POR-76-S1-TP2	RNA-POR-79-S1-TP2	RNA-POR-82-S1-TP2
Porites_evermani_scaffold_4438	145.801	5.18526	93.5412	32.3626	162.649
Porites_evermani_scaffold_678	2364.19	5955.47	3271.59	1024.07	2191.91
Porites_evermani_scaffold_308	2273.72	1093.11	3147.14	1459.38	3396.13
Porites_evermani_scaffold_5099	171.757	18.0442	255.746	120.947	132.755
Porites_evermani_scaffold_5386	129.425	33.101	180	55.6661	280.673
Porites_evermani_scaffold_4953	158.277	1065.72	617.627	630.44	195.122
Porites_evermani_scaffold_4861	737.309	664.331	617.794	321.076	1564.35
Porites_evermani_scaffold_752	2266.55	1466.24	4925.25	1872.85	3054.46
Porites_evermani_scaffold_3429	103.434	44.1322	667.035	198.639	307.012
Porites_evermani_scaffold_6251	13	5	89.774	17	17.3687
Porites_evermani_scaffold_7350	2	0	299	5	0
Porites_evermani_scaffold_5403	48.564	31	2	47.2332	40.062
Porites_evermani_scaffold_1872	39.0886	2.20972	103.374	12.4366	28.7513
Porites_evermani_scaffold_4698	8.97071	4.0071	26.7854	6.95668	13.6798
Porites_evermani_scaffold_927	2135.55	758.568	2508.81	1051.47	2576.55
Porites_evermani_scaffold_2758	13.5841	10.807	1.00713	0	5.03876
Porites_evermani_scaffold_4179	56.4139	130.748	324.728	88.4623	226.954
Porites_evermani_scaffold_572	14575.9	2592.6	5612.53	3163.96	15532.4
Porites_evermani_scaffold_708	1612.67	2685.53	1003.77	426.683	1938.97
Porites_evermani_scaffold_7971	5	3	17	7	8
Porites_evermani_scaffold_3609	606.072	51.928	507.162	37.4416	936.958
Porites_evermani_scaffold_1908	6199.52	4456.02	4941.28	3632.59	11334.8
Porites_evermani_scaffold_6366	288.397	56.8742	111.423	161.623	1071.85
Porites_evermani_scaffold_650	5987.58	1805.69	6649.32	3491.76	8786.5
Porites_evermani_scaffold_1415	6982.83	2092.71	3858.35	3829.72	8267.09
Porites_evermani_scaffold_2065	3958.93	141.115	321.208	788.844	638.713
Porites_evermani_scaffold_5492	55.0036	0	20.0288	1	6.00382
Porites_evermani_scaffold_4047	249.928	96.4171	144.366	116.827	5
Porites_evermani_scaffold_5504	27.7565	28.7093	194.84	11.4842	14.0257
Porites_evermani_scaffold_1295	997.756	607.842	1825.7	790.18	1413.46
Porites_evermani_scaffold_1512	5461.31	1985.12	4296.12	2129.58	5238.02
Porites_evermani_scaffold_6928	7	4	20	0	1.42846
Porites_evermani_scaffold_7192	1.13482	0	88.3484	95.2489	2.19526
Porites_evermani_scaffold_2084	23296.8	6137.72	7481.33	10442.3	33210
Porites_evermani_scaffold_456	25900.9	12237.2	26765.4	14518.6	28018.2
Porites_evermani_scaffold_1165	724.326	186.489	1560.86	270.643	1085.91
Porites_evermani_scaffold_6356	17.8603	10.4489	47	17	32.5805
Porites_evermani_scaffold_2188	1855.65	500.944	1874.49	1237.54	2419.47
Porites_evermani_scaffold_2007	179.068	15.7145	139.432	152.028	105.149
Porites_evermani_scaffold_4944	17.1195	0	0	14	3
Porites_evermani_scaffold_3038	309.979	120.078	530.745	3.00355	319.58
Porites_evermani_scaffold_725	8808.97	3409.22	9308.85	4999.75	10355.1
Porites_evermani_scaffold_1688	828.871	98.2647	90.0705	60.5153	998.535
Porites_evermani_scaffold_1006	52721.1	17512	42613.3	29883.6	86570.9
Porites_evermani_scaffold_1081	6364.5	7231.15	5514.02	6396.26	14980
Porites_evermani_scaffold_3562	2436.09	1412.56	2292.3	1817.84	2390.91
Porites_evermani_scaffold_1541	91.1164	9.78928	26.246	28.6251	53.1738
Porites_evermani_scaffold_4991	137.222	58.1829	310.073	51.3769	100.628
Porites_evermani_scaffold_3344	354.536	81.1746	246.37	10.8699	14.8307
Porites_evermani_scaffold_1555	75.526	1.05594	185.616	77.6641	636.153
Porites_evermani_scaffold_2525	267.68	71.6974	723.671	139.303	158.595
Porites_evermani_scaffold_5588	6.0205	4.30336	22.5122	7.01583	0
Porites_evermani_scaffold_1899	5313.59	981.079	2058.77	1717.5	2502.82
Porites_evermani_scaffold_4639	4.01899	4.0028	8.003	1.0019	0
Porites_evermani_scaffold_1236	871.391	467.161	633.31	630.37	1051.93
Porites_evermani_scaffold_6200	2.03274	14.9708	0	13.0156	4.07851
Porites_evermani_scaffold_469	6079.51	3830.59	7973.16	4279.19	9889.38
Porites_evermani_scaffold_4186	5.38133	6.44886	211.116	35.8224	82.6186
Porites_evermani_scaffold_634	1090.65	408.477	1161.49	626.394	1769.95
Porites_evermani_scaffold_233	5882.02	2857.28	10402.3	2551.74	6818.24
Porites_evermani_scaffold_268	12217.4	8633.99	6633.87	5368.37	21101
Porites_evermani_scaffold_4273	11073.1	1257.68	4849.42	2488.55	10816.3
Porites_evermani_scaffold_6834	178	25	236	27	295
Porites_evermani_scaffold_577	4778.32	1901.98	6415	2673.27	6874.16
Porites_evermani_scaffold_6705	23.1329	18.3856	0	11.6546	85.6056
Porites_evermani_scaffold_373	14064	9071.19	9439.72	7421.87	13994.6
Porites_evermani_scaffold_6088	8.5222	6.19799	9.78261	0	6.59895
Porites_evermani_scaffold_1378	118.537	34.9342	48.0648	27.095	52.5086
Porites_evermani_scaffold_2224	1058.56	728.168	2679.06	967.703	1166.17
Porites_evermani_scaffold_7187	16.0748	0	0	1.89976	0
Porites_evermani_scaffold_2539	226.986	59.11	300.314	52.6068	248.832
Porites_evermani_scaffold_426	3343.35	1978.36	5746.94	2612.07	4749.62
Porites_evermani_scaffold_3750	42.7515	24	57	13.7771	34.3835
Porites_evermani_scaffold_7302	37	1	100.857	1	23
Porites_evermani_scaffold_2499	108.988	259	332.545	98.8415	771.011
Porites_evermani_scaffold_4135	3353.7	1214.28	1301	1759.92	4544.95
Porites_evermani_scaffold_2829	67.3759	45.3177	102.556	10.0361	67.3448
Porites_evermani_scaffold_2039	132.891	59.1511	239.153	52.0787	178.709
Porites_evermani_scaffold_4958	1.946	0	0	4	0
Porites_evermani_scaffold_86	6939.05	2326.01	7594.23	4380.62	8261.49
Porites_evermani_scaffold_1115	5714.07	2515.6	4246.05	2600.14	7973.09
Porites_evermani_scaffold_1234	233.59	129.214	573.277	226.084	179.488
Porites_evermani_scaffold_1775	668.992	297.483	1588.14	376.4	741.382
Porites_evermani_scaffold_2026	5987.02	1779.39	5354.32	2357.11	6260.17
Porites_evermani_scaffold_2035	8440.57	3289.02	9027.23	4580.45	11044.4
Porites_evermani_scaffold_3240	7.00164	9	37	25.047	61.0502
Porites_evermani_scaffold_786	128.267	152.069	98.9391	60.8255	1255.86
Porites_evermani_scaffold_437	14037.7	5992.3	8149.4	4878.02	13974.1
Porites_evermani_scaffold_1689	107.109	0	57.7797	64.0984	107.611
Porites_evermani_scaffold_455	14628.9	3557.05	26689.3	11920.8	17059.9
Porites_evermani_scaffold_1294	4134.18	1451.49	3896.04	1298.09	4256.27
Porites_evermani_scaffold_7425	161.76	1.02965	39	42.7442	198.575
Porites_evermani_scaffold_3405	175.415	13.6886	39.3699	67.1636	34.0631
Porites_evermani_scaffold_4175	956.625	333.049	1474.49	523.078	1411.38
Porites_evermani_scaffold_4516	50.4001	148.51	81	77.1802	113.934
Porites_evermani_scaffold_2750	278.793	58.1526	1149.08	292.99	215.027
Porites_evermani_scaffold_1575	918.367	1713.93	2157.4	536.252	1481.9
Porites_evermani_scaffold_7415	0	0	13	0	0
Porites_evermani_scaffold_4921	266.566	1130.84	2811.64	25.2274	60.5617
Porites_evermani_scaffold_224	9913.68	2309.83	4699.62	3709.62	8588.95
Porites_evermani_scaffold_1644	302.097	101.338	857.115	408.363	677.441
Porites_evermani_scaffold_3899	414.734	9716.78	535.023	12.2156	19.4751
Porites_evermani_scaffold_6504	362.553	66.7466	629.691	174.063	392.674
Porites_evermani_scaffold_3922	167	49.1193	303.004	61.0185	74
Porites_evermani_scaffold_3053	11223.2	6117.19	2895.63	5983.34	21842.9
Porites_evermani_scaffold_3198	790.031	343.098	1560.91	541.283	1136.83
Porites_evermani_scaffold_1932	5786.5	4142.47	8051.24	3499.78	7615.06
Porites_evermani_scaffold_3265	3317	720	2217.05	1319.48	3480
Porites_evermani_scaffold_5544	26.3327	7.49095	0	3.98415	29.4259
Porites_evermani_scaffold_3300	763.999	182.759	803.587	20.6688	1203.37
Porites_evermani_scaffold_1820	31.975	47.8438	116.807	23.4528	64.2082
Porites_evermani_scaffold_1193	2221.4	1697.65	1712.66	415.437	1457.25
Porites_evermani_scaffold_1098	4054.01	1988.49	2902.6	2097.25	5247.29
Porites_evermani_scaffold_5974	0	88.2069	24.5817	269.771	274.226
Porites_evermani_scaffold_3307	217.445	98.7262	745.097	110.016	228.989
Porites_evermani_scaffold_347	2397.47	1266.31	4027.67	1039.83	700.298
Porites_evermani_scaffold_4427	3128.1	997.414	1219.64	808.698	2929.09
Porites_evermani_scaffold_259	5763.98	3045.46	7239.33	3902.73	8406
Porites_evermani_scaffold_6007	1	19	126	1	98
Porites_evermani_scaffold_2432	490.564	154.762	212.881	180.937	229.21
Porites_evermani_scaffold_451	756.848	188.561	1486.27	345.542	397.737
Porites_evermani_scaffold_5445	42.1316	23.2749	47.6061	15	39.0751
Porites_evermani_scaffold_4401	251.403	203.023	155.876	391.316	573.221
Porites_evermani_scaffold_1919	1254.09	2027.81	1999.18	876.291	4979.88
Porites_evermani_scaffold_1377	9296.31	3915.86	5803.84	3715.15	10853.5
Porites_evermani_scaffold_6703	4.01792	5.00434	24.2303	6.00367	1.01343
Porites_evermani_scaffold_4806	210.992	216.119	231.535	4.41998	276.64
Porites_evermani_scaffold_2795	41.0349	319	87.1052	208.666	93.8738
Porites_evermani_scaffold_1351	319.033	12.6049	274.375	182.88	183.261
Porites_evermani_scaffold_1301	5.04114	36.7577	8.10421	3.01007	48.3139
Porites_evermani_scaffold_591	7113.76	2934.44	8585.53	4339.11	12031
Porites_evermani_scaffold_1347	1407.67	201.147	1146.6	622.36	494.234
Porites_evermani_scaffold_5654	45.7301	5.04605	51.3865	39.1599	60.278
Porites_evermani_scaffold_88	19940.1	8541.56	19534.7	11591	23931.6
Porites_evermani_scaffold_1141	2103.17	560.594	3171.28	1072.82	2257.23
Porites_evermani_scaffold_1086	1699.63	548.753	1176.44	1042.26	1939.86
Porites_evermani_scaffold_5067	5.0004	4.00029	24	5	3.00087
Porites_evermani_scaffold_4377	145.681	10.9838	642.377	161.369	151.473
Porites_evermani_scaffold_4949	542.718	226	567	347	994
Porites_evermani_scaffold_4564	12641.4	1588.95	1816.75	2797.35	13623.5
Porites_evermani_scaffold_4348	151.715	4.01092	14.4145	46.6024	20.6113
Porites_evermani_scaffold_7018	4.14284	8	33.9955	3.15839	20.0346
Porites_evermani_scaffold_1543	2895.63	1389.56	1186.74	1054.29	3125.38
Porites_evermani_scaffold_582	6485.52	3100.98	6972.8	3030.5	6318.73
Porites_evermani_scaffold_1648	340.258	357.044	926.339	194.728	454.91
Porites_evermani_scaffold_99	2745.76	1009.88	6575.98	2062.5	3858.36
Porites_evermani_scaffold_4683	84.7899	61.4553	118	68.34	185.332
Porites_evermani_scaffold_2523	2687.43	1316.79	4110.95	2877.07	3165.72
Porites_evermani_scaffold_6940	3.01673	14	0	27.8313	14
Porites_evermani_scaffold_2498	1627.81	796.651	2555.28	785.691	1027.67
Porites_evermani_scaffold_3508	1845.07	1603.26	2099.4	1141.92	2854.35
Porites_evermani_scaffold_632	1506.31	763.671	6081.94	809.16	2467.15
Porites_evermani_scaffold_2978	801.694	560.774	694.441	306.073	1054.7
Porites_evermani_scaffold_2555	38.2361	141.711	97.1903	66.6157	402.167
Porites_evermani_scaffold_5144	134.568	19.291	18.7594	29.6879	25.9117
Porites_evermani_scaffold_1079	7837.99	13278.1	5195.39	3351.2	14384.8
Porites_evermani_scaffold_4992	29.845	7.19993	48.349	40.5387	1.05309
Porites_evermani_scaffold_5371	1.04904	74.1299	138.517	125	105.717
Porites_evermani_scaffold_7567	11	10	37	1	27.0037
Porites_evermani_scaffold_126	578.045	136.435	337.293	224.902	465.927
Porites_evermani_scaffold_6148	30	20	65	14	16
Porites_evermani_scaffold_1449	655.085	207.302	548.123	191.14	187.251
Porites_evermani_scaffold_2040	963.533	155.55	543.755	303.066	920.307
Porites_evermani_scaffold_7432	47	35	98	21	102
Porites_evermani_scaffold_2842	401.218	506.669	422.835	509.432	439.109
Porites_evermani_scaffold_1829	121.654	87.8395	234.623	52.0094	92.0062
Porites_evermani_scaffold_2496	1.08007	6.03957	0	34.4253	13.9037
Porites_evermani_scaffold_6174	0	80.4588	6.19089	244	443.406
Porites_evermani_scaffold_2725	1038.96	617.014	1695.65	829.646	1534.7
Porites_evermani_scaffold_1645	998.771	1133.61	1149.8	636.763	1397.96
Porites_evermani_scaffold_6939	15.0767	16	18	6	4
Porites_evermani_scaffold_653	2884.82	1609.23	5063.93	1924.96	4020.33
Porites_evermani_scaffold_3727	793.82	1.00275	18.0629	275.193	2.00316
Porites_evermani_scaffold_4102	61.1235	10.2334	7.06775	51.1283	7.17692
Porites_evermani_scaffold_3170	56.1639	11.0005	40.0298	34.3582	86.0352
Porites_evermani_scaffold_2607	4505.52	3280.73	9396.71	3993.94	6520.4
Porites_evermani_scaffold_417	3217.25	858.174	6153.49	2438.88	4183.56
Porites_evermani_scaffold_5309	141.389	14.6328	96.9592	88.8338	113.996
Porites_evermani_scaffold_2486	231.018	125.247	226	110.97	312.196
Porites_evermani_scaffold_3192	89.4869	61.8515	20.682	37.8193	107.463
Porites_evermani_scaffold_1703	924.94	411.617	2324.02	570.563	1271.23
Porites_evermani_scaffold_2012	635.484	210.636	766.016	572.314	498.359
Porites_evermani_scaffold_1407	222.421	85.2343	333.576	155.913	336.779
Porites_evermani_scaffold_1447	1362.76	47350.2	1327.32	568.803	2990.11
Porites_evermani_scaffold_5357	37.1524	6.02397	237.456	26.0566	133.43
Porites_evermani_scaffold_2181	4212.34	1465.17	1871.74	1536.8	9806.84
Porites_evermani_scaffold_7590	0	9	0	1.13415	0
Porites_evermani_scaffold_5274	42.1281	18.2405	7.11763	21.1104	19.9202
Porites_evermani_scaffold_4140	44.3379	2.06994	1190.65	2.01231	2.0521
Porites_evermani_scaffold_3681	41.0066	9.59494	0	10.0588	7.02271
Porites_evermani_scaffold_1100	1268.08	445.306	4466.83	1514.79	2150.08
Porites_evermani_scaffold_1987	10.7422	48.8495	35.1231	4150.86	39.4574
Porites_evermani_scaffold_793	2709.61	269.829	2019	336.223	741.44
Porites_evermani_scaffold_2669	35.7339	7.03368	107.221	18.0658	75.1491
Porites_evermani_scaffold_1916	35.18	2276.66	119.057	138.638	67.9371
Porites_evermani_scaffold_2344	1261.78	294.244	38.722	250.241	60.0507
Porites_evermani_scaffold_5312	9.45375	0	30.616	0	5.17519
Porites_evermani_scaffold_1334	16601.5	10060.6	16047	10516.4	19166.3
Porites_evermani_scaffold_8130	179.573	34.8917	154.139	53.2081	176.46
Porites_evermani_scaffold_2136	4144.28	1880.11	4264.84	2420.6	5735.26
Porites_evermani_scaffold_1965	313.78	37.1826	316.984	104.01	532.677
Porites_evermani_scaffold_4761	184.21	203.992	187.078	117.269	208.588
Porites_evermani_scaffold_7461	0	8	0	7	15
Porites_evermani_scaffold_1102	5728.85	2915.48	10029.5	3860.68	7678.78
Porites_evermani_scaffold_1127	1176.33	438.022	1333.45	437.411	2464.79
Porites_evermani_scaffold_127	22877	8895.38	20483.3	10196.4	27550.8
Porites_evermani_scaffold_5344	199.321	258	232	399.576	908.676
Porites_evermani_scaffold_1021	20276.4	11932	21264.8	11550.3	19301.9
Porites_evermani_scaffold_488	5855.23	1865.38	4711.92	2528.86	8670.09
Porites_evermani_scaffold_2096	165.44	13.7973	227.061	156.015	615.786
Porites_evermani_scaffold_1116	7316.81	2109.11	7939.62	3935	8314.68
Porites_evermani_scaffold_1874	488.897	159.625	1492.76	816.63	2031.59
Porites_evermani_scaffold_4999	217.429	155	719.002	138.525	243.327
Porites_evermani_scaffold_5807	189.293	27.6848	199.155	85.5224	270.859
Porites_evermani_scaffold_3308	240.244	126.162	1356.95	195.99	317.923
Porites_evermani_scaffold_1155	525.565	264.092	1305.17	301.548	680.557
Porites_evermani_scaffold_2747	3809.3	1124.89	3122.19	1940.11	6278.32
Porites_evermani_scaffold_7629	18.0626	20	68	11	16.0971
Porites_evermani_scaffold_3075	17.3822	18.1564	77.034	116.581	52.2548
Porites_evermani_scaffold_3974	37.4803	435.401	37.7357	22.2948	102.741
Porites_evermani_scaffold_4	40386.4	105367	29206.4	14885	42481.1
Porites_evermani_scaffold_6516	46	35	89.0697	12.041	37.2841
Porites_evermani_scaffold_3	22812.8	10416.3	15522.8	9559.7	25124.5
Porites_evermani_scaffold_3040	550.309	168.082	378.714	281.776	704.544
Porites_evermani_scaffold_1469	393.777	162.031	633.611	141.085	297.519
Porites_evermani_scaffold_6908	29.2252	159.314	1.01436	189.87	36.5738
Porites_evermani_scaffold_657	3638.26	1366.25	4048.4	1847.18	4319.85
Porites_evermani_scaffold_7249	36	8	17	2	12
Porites_evermani_scaffold_2548	4157.64	3442.92	2350.98	879.271	308.242
Porites_evermani_scaffold_3571	54.0607	20	875.819	39.4047	59.088
Porites_evermani_scaffold_987	1947.1	1741.3	4378.55	1481.61	2547.41
Porites_evermani_scaffold_2042	211.215	121.788	712.973	112.39	338.038
Porites_evermani_scaffold_5201	67.7463	245.616	96.3974	62.1441	400.728
Porites_evermani_scaffold_1274	5700.95	8610.22	4161.25	2928.44	4341.34
Porites_evermani_scaffold_2219	2038.14	1442.12	2557.23	923.291	2017.49
Porites_evermani_scaffold_6315	3.01309	21	90	0	55.5403
Porites_evermani_scaffold_1088	152.409	55.2487	303.852	168.15	159.823
Porites_evermani_scaffold_881	1400.72	1025.43	2524.06	1078.04	1670.61
Porites_evermani_scaffold_3509	471.905	115.049	85	88	348.406
Porites_evermani_scaffold_1800	476.918	169.079	957.226	245.682	608.524
Porites_evermani_scaffold_3443	37.349	34.1936	415.098	14.2479	28.4204
Porites_evermani_scaffold_3026	1469.76	616.68	2104.76	828.556	1947.39
Porites_evermani_scaffold_2372	355.057	137.254	952.041	196.497	322.39
Porites_evermani_scaffold_53	50147.2	23018.9	6764.17	18542.4	57467.7
Porites_evermani_scaffold_1585	432.685	225.718	321.539	262.648	652.428
Porites_evermani_scaffold_5508	143	83	273	119.365	149.576
Porites_evermani_scaffold_40	18082.6	7148.36	13192.6	9326.38	18294.9
Porites_evermani_scaffold_3208	108.085	38.3376	223.625	92.1523	100.264
Porites_evermani_scaffold_3786	132.254	5.27821	56.1742	166.981	74.8026
Porites_evermani_scaffold_1875	8802.37	1905.42	1622.06	2758.6	9744.93
Porites_evermani_scaffold_5489	562.886	129.159	1418.36	960.071	1174.63
Porites_evermani_scaffold_771	913.623	225.645	1856.37	436.87	868.576
Porites_evermani_scaffold_1754	109.008	116.565	284.428	265.385	368.955
Porites_evermani_scaffold_6759	99.3846	25	1.00393	2	59.3132
Porites_evermani_scaffold_4836	1127.04	150.115	611.332	583.409	768.503
Porites_evermani_scaffold_2894	5285.41	1933.04	5434.49	2903.15	5042.56
Porites_evermani_scaffold_5576	8.49943	8	127.073	26.0205	41.5503
Porites_evermani_scaffold_545	15675.5	13436.1	14253.5	8673.41	17648.5
Porites_evermani_scaffold_1044	241.611	74.4648	327.485	167.72	174.151
Porites_evermani_scaffold_594	2470.66	1041.53	4652.13	1629.84	2419.45
Porites_evermani_scaffold_5438	10.0605	2.00092	20.2	0	20.041
Porites_evermani_scaffold_1286	419.91	665.304	807.874	828.612	788.132
Porites_evermani_scaffold_382	9535.93	1820.08	3964.78	5333.29	21696.7
Porites_evermani_scaffold_1433	400.119	285.026	698.606	686.192	294.437
Porites_evermani_scaffold_5948	168	130	76	22	236
Porites_evermani_scaffold_3217	395.463	69.6535	369.302	99.8436	336.122
Porites_evermani_scaffold_2667	653.623	448.909	626.991	466.093	1914.88
Porites_evermani_scaffold_966	23344.2	8549.7	4005.04	8815.84	16535.9
Porites_evermani_scaffold_1321	1535.15	422.379	326.668	316.854	2318.65
Porites_evermani_scaffold_7006	9	0	23	2	5
Porites_evermani_scaffold_862	2468.69	1067.22	4252.41	1572.16	2714.13
Porites_evermani_scaffold_726	3816.06	1566.51	4281.9	2258.21	5382.48
Porites_evermani_scaffold_2014	2749.88	1372.84	2229.32	1438.63	3472.48
Porites_evermani_scaffold_5360	0	94.1925	179.772	157.753	74.8057
Porites_evermani_scaffold_6406	4	4	163	11	121
Porites_evermani_scaffold_91	10643.6	1270.62	10701.4	1502.15	8082.55
Porites_evermani_scaffold_323	3167.66	1631.64	5550.24	2480.99	3696.65
Porites_evermani_scaffold_4091	72.6091	1924.26	1354.93	75.1019	371.481
Porites_evermani_scaffold_2214	608.401	396.168	1217.68	322.264	550.578
Porites_evermani_scaffold_2590	162.036	33.6832	242.052	84.5152	126.576
Porites_evermani_scaffold_2148	51.4374	66.3568	89.5664	6.02107	71.3776
Porites_evermani_scaffold_36	17738.9	9329.38	22507.1	12319.9	26207.3
Porites_evermani_scaffold_7010	202	136	374	199.055	936
Porites_evermani_scaffold_3483	170.907	1129.34	70.0298	308.903	2944.39
Porites_evermani_scaffold_3691	8.09419	73.8725	347.458	56.143	106.251
Porites_evermani_scaffold_703	92.8293	388.438	750.479	64.0161	189.289
Porites_evermani_scaffold_69	9088.66	4138.72	15247.3	7237.57	15368.5
Porites_evermani_scaffold_3728	1267	445	609	633	1434.38
Porites_evermani_scaffold_2512	855.071	865.493	333.559	369.235	1842.88
Porites_evermani_scaffold_1019	63381.5	14095.6	14077.8	31995.8	75303.1
Porites_evermani_scaffold_536	22735.4	13784.5	18816	10041.8	29799.4
Porites_evermani_scaffold_7337	0	2	0	13.1249	63.2007
Porites_evermani_scaffold_17	80474.7	31052.9	67159.8	45026.4	110108
Porites_evermani_scaffold_6228	546.175	335.295	749.891	375.949	854.833
Porites_evermani_scaffold_772	156.223	38.7583	72.1584	325.347	362.19
Porites_evermani_scaffold_1925	1010.09	424.826	1492.23	534.703	1362.74
Porites_evermani_scaffold_2128	26.4144	14.5855	47.046	35.3049	32.5808
Porites_evermani_scaffold_1981	9.08939	17.1096	28.3863	29.9003	16.1076
Porites_evermani_scaffold_5478	90	10.5475	103.111	22	44.4678
Porites_evermani_scaffold_8115	52	29	0	71.5514	1.00121
Porites_evermani_scaffold_7561	130	37.3134	154	47	65
Porites_evermani_scaffold_3083	765.39	241.226	425.483	484.665	1327.63
